	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
3	109.769275,38.283247	榆阳镇延寿路69号	榆阳区	榆林市	B0FFG7DH1D	[]	人人乐	陕西省	[]	购物服务;专卖店;烟酒专卖店	061210	109.769275	38.283247	人人乐
4	118.669742,24.744840	宝盖科技园威斯登1栋	石狮市	泉州市	B0FFFWLJ34	[]	人人乐	福建省	[]	购物服务;专卖店;礼品饰品店|购物服务;便民商店/便利店;便民商店/便利店	061209|060200	118.669742	24.744840	人人乐
5	112.737570,27.239602	祝圣路10、12号	南岳区	衡阳市	B0FFFW7YWW	[]	人人乐	湖南省	[]	购物服务;购物相关场所;购物相关场所	060000	112.737570	27.239602	人人乐
6	114.152100,22.621525	圆墩西二巷1-1号	龙岗区	深圳市	B02F38NHH4	[]	人人乐	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	114.152100	22.621525	人人乐
7	114.260944,22.712808	上进一区一巷与银株路交叉口北50米	龙岗区	深圳市	B0FFHM8K9B	[]	人人乐	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.260944	22.712808	人人乐
8	111.434825,27.607411	K44县道北50米	冷水江市	娄底市	B0FFG17XB9	[]	人人乐	湖南省	13875482923	购物服务;文化用品店;文化用品店	060800	111.434825	27.607411	人人乐
9	112.922887,23.110547	联沙大道西150米	南海区	佛山市	B0FFH26DLT	[]	人人乐	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	112.922887	23.110547	人人乐
10	104.699219,34.948557	交通路26号附近	陇西县	定西市	B0FFH99RIT	[]	人人乐	甘肃省	0932-6685380	购物服务;专卖店;烟酒专卖店	061210	104.699219	34.948557	人人乐
11	115.024002,35.734930	城关镇站南路站前学校大门西	华龙区	濮阳市	B0FFI8PW08	[]	人人乐	河南省	[]	购物服务;超级市场;超市	060400	115.024002	35.734930	人人乐
12	112.923930,28.493742	062县道南50米	望城区	长沙市	B0FFG392GM	[]	人人乐	湖南省	18670349223	购物服务;专卖店;儿童用品店	061207	112.923930	28.493742	人人乐
13	109.875051,33.532180	丰河路与北大街交叉口南50米	山阳县	商洛市	B0FFFX01C4	[]	人人乐	陕西省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	109.875051	33.532180	人人乐
14	118.640899,34.911332	滨海西街19号-1	临沭县	临沂市	B0FFHHW8PJ	[]	人人乐	山东省	15864867234	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	118.640899	34.911332	人人乐
15	100.804714,21.964771	拓普集团山水林溪商铺11-04	景洪市	西双版纳傣族自治州	B0FFFELWRL	[]	人人乐	云南省	15752320781	购物服务;便民商店/便利店;便民商店/便利店	060200	100.804714	21.964771	人人乐
16	114.514529,33.793905	箕子台路与迎宾大道交叉口北100米	西华县	周口市	B0FFFRP4K2	[]	人人乐	河南省	13693943359	购物服务;超级市场;超市	060400	114.514529	33.793905	人人乐
17	120.413829,31.654213	徐巷路与锡东二线交叉口西北50米	锡山区	无锡市	B0FFHRKCVV	[]	人人乐	江苏省	[]	购物服务;超级市场;超市	060400	120.413829	31.654213	人人乐
18	114.038530,22.726318	观兰镇库坑大布巷布新路口	龙华区	深圳市	B0FFGNF3KD	[]	人人乐	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	114.038530	22.726318	人人乐
19	121.384335,28.553277	公园路东50米	路桥区	台州市	B0FFIGQEW1	[]	人人乐	浙江省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	121.384335	28.553277	人人乐
20	113.845401,22.716012	黄埔旧村路45号	宝安区	深圳市	B0FFH871W4	[]	人人乐	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.845401	22.716012	人人乐
21	113.054994,23.024314	始平一路南与始平二路交叉口西100米	禅城区	佛山市	B0FFFSZJ4P	[]	人人乐	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.054994	23.024314	人人乐
22	121.739458,39.078810	站前街道砬河路66号	金州区	大连市	B0FFI4UB9A	[]	人人乐	辽宁省	[]	购物服务;超级市场;超市	060400	121.739458	39.078810	人人乐
23	115.727090,37.512827	新河国际商贸广场G座一层二层	枣强县	衡水市	B0FFI6VRAK	[]	人人乐	河北省	15668206999	购物服务;超级市场;超市	060400	115.727090	37.512827	人人乐
24	109.298505,36.327062	甘志路南50米	甘泉县	延安市	B0FFI6VQWZ	[]	人人乐	陕西省	[]	购物服务;超级市场;超市	060400	109.298505	36.327062	人人乐
25	111.978877,29.206345	西洞庭管理区西洞庭人民医院对面	鼎城区	常德市	B0FFI6VTZ6	[]	人人乐	湖南省	[]	购物服务;超级市场;超市	060400	111.978877	29.206345	人人乐
26	114.089051,22.528330	禁区滨河大道3099号人人乐邮政编码	北区	香港特别行政区	B0FFI7FX03	[]	人人乐	香港特别行政区	[]	购物服务;超级市场;超市	060400	114.089051	22.528330	人人乐
27	109.433130,37.480575	307国道附近	横山区	榆林市	B0FFI4U5XQ	[]	人人乐	陕西省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	109.433130	37.480575	人人乐
28	109.877654,31.073279	广东路中医院对面(巫山县广东路中路中心市场)	巫山县	重庆市	B0FFHQKA1A	[]	人人乐	重庆市	18184055507	购物服务;超级市场;超市	060400	109.877654	31.073279	人人乐
29	108.935899,34.608956	妇幼路与苍南路交叉口西北50米	三原县	咸阳市	B0FFHD6FSC	[]	人人乐	陕西省	13239107764;18220057161	购物服务;超级市场;超市	060400	108.935899	34.608956	人人乐
30	110.155811,35.235074	祥和路与黄河路交叉口西50米	合阳县	渭南市	B0FFH61Q5R	[]	人人乐	陕西省	0913-8348448	购物服务;便民商店/便利店;便民商店/便利店	060200	110.155811	35.235074	人人乐
31	113.082662,22.568252	江会路31号之2	蓬江区	江门市	B02EE00686	[]	人人乐(江门店)	广东省	0750-7173759	购物服务;商场;购物中心	060101	113.082662	22.568252	人人乐
32	104.0255651,30.64412435	双楠路326号富港商业中心	武侯区	成都市	B001C7WFUK	[]	人人乐(双楠店)	四川省	028-68505899;028-68505898;028-85085089	购物服务;超级市场;超市	060400	104.0255651	30.64412435	人人乐
33	108.975019,34.259660	东关正街121号	碑林区	西安市	B001D08TM4	[]	人人乐(东门店)	陕西省	029-82486861;029-82487001	购物服务;超级市场;超市	060400	108.975019	34.259660	人人乐
34	104.074074,30.670404	草市街2号光大国际商城1-3层	青羊区	成都市	B001C8MX1D	[]	人人乐(新华店)	四川省	028-66033696;028-68505668;028-68505678	购物服务;超级市场;超市	060400	104.074074	30.670404	人人乐
35	108.914073,34.215428	电子一路电子商城步行街栗园商业广场(近西部电子商城)	雁塔区	西安市	B001D08Z06	[]	人人乐(高新店)	陕西省	029-87675128;029-87675121;029-87675123	购物服务;超级市场;超市	060400	108.914073	34.215428	人人乐
36	108.898575,34.201113	太白南路5号	雁塔区	西安市	B001D09UDZ	[]	人人乐(紫薇店)	陕西省	029-84505174;029-84505074;029-84505977	购物服务;超级市场;超市	060400	108.898575	34.201113	人人乐
37	108.963413,34.263760	解放路63号民乐新都会商城1-3层	新城区	西安市	B001D01EF8	[]	人人乐(解放路店)	陕西省	029-87390320;029-87390318	购物服务;超级市场;超市	060400	108.963413	34.263760	人人乐
38	108.922916,34.258898	环城西路南段78号东光大厦1层	莲湖区	西安市	B001D08DID	[]	人人乐(西关店)	陕西省	029-87668902;029-87668908;029-87668919	购物服务;超级市场;超市	060400	108.922916	34.258898	人人乐
39	104.049818,30.661939	通惠门路3号	青羊区	成都市	B001C7WEYC	[]	人人乐(锦都店)	四川省	028-68505766;028-68505748	购物服务;超级市场;超市	060400	104.049818	30.661939	人人乐
40	108.929423,34.197924	丈八东路与东仪路交汇处东南角	雁塔区	西安市	B001D0VUEZ	[]	人人乐(南郊店)	陕西省	029-88359303;029-88359306;029-88359268	购物服务;超级市场;超市	060400	108.929423	34.197924	人人乐
41	108.947758,34.284805	北关正街39号	新城区	西安市	B001D06TXJ	[]	人人乐(北关店)	陕西省	029-86163520;029-86163518	购物服务;超级市场;超市	060400	108.947758	34.284805	人人乐
42	112.909554,28.219267	玉兰路长房时代城21栋1-3层	岳麓区	长沙市	B02DB0TL4H	[]	人人乐(时代城店)	湖南省	0731-88317711;0731-88317728	购物服务;超级市场;超市	060400	112.909554	28.219267	人人乐
43	104.080562,30.662678	岳府街2号	锦江区	成都市	B001C7UN2L	[]	人人乐(岳府店)	四川省	028-69980021	购物服务;超级市场;超市	060400	104.080562	30.662678	人人乐
44	117.203331,39.190026	宜白路与均胜路交口	北辰区	天津市	B00160DGJS	[]	人人乐(宜兴埠店)	天津市	022-60691659;022-60691661	购物服务;超级市场;超市	060400	117.203331	39.190026	人人乐
45	117.292716,39.052877	北马集村东海天馨苑家福园22号楼	津南区	天津市	B001611TGA	[]	人人乐(双港店)	天津市	022-60292208;022-60292200;15122636032	购物服务;超级市场;超市	060400	117.292716	39.052877	人人乐
46	108.916969,34.240599	友谊西路246号西工大南门对面	碑林区	西安市	B001D08BIR	[]	人人乐(友谊店)	陕西省	029-88479115;029-88479118	购物服务;超级市场;超市	060400	108.916969	34.240599	人人乐
47	108.872657,34.245697	丈八北路575号	雁塔区	西安市	B001D09LA0	[]	人人乐(景泽园店)	陕西省	029-88690396;029-84115148	购物服务;超级市场;超市	060400	108.872657	34.245697	人人乐
48	104.089695,30.680620	三友路3号锋尚阳光1-2层	成华区	成都市	B001C8MZHW	[]	人人乐(前锋店)	四川省	028-68505836;028-68505840	购物服务;超级市场;超市	060400	104.089695	30.680620	人人乐
49	104.098139,30.606694	锦华路二段96号1-2层	锦江区	成都市	B001C7WGGN	[]	人人乐(康郡店)	四川省	028-68505798	购物服务;超级市场;超市	060400	104.098139	30.606694	人人乐
50	108.938407,34.328229	凤城五路与文景路交汇处东南角	未央区	西安市	B001D0WHJR	[]	人人乐(豪佳店)	陕西省	029-86519494;029-86524413	购物服务;超级市场;超市	060400	108.938407	34.328229	人人乐
51	108.880323,34.159585	文苑北路樱花广场东侧	长安区	西安市	B001D0WLNR	[]	人人乐(文苑店)	陕西省	029-89056445	购物服务;超级市场;超市	060400	108.880323	34.159585	人人乐
52	108.918538,34.235880	南二环西段159号瑞鑫摩天城1层	碑林区	西安市	B001D09UF7	[]	人人乐(南二环店)	陕西省	029-88485820;029-88485832	购物服务;超级市场;超市	060400	108.918538	34.235880	人人乐
53	108.696010,34.342424	玉泉路7号	秦都区	咸阳市	B038E00CA4	[]	人人乐(玉泉路店)	陕西省	029-32065918;029-32065905;15891590035	购物服务;超级市场;超市	060400	108.696010	34.342424	人人乐
54	104.776732,29.345171	丹桂大街81号	自流井区	自贡市	B032D002B2	[]	人人乐(汇东路店)	四川省	0813-5509668;0813-5509606	购物服务;超级市场;超市	060400	104.776732	29.345171	人人乐
55	104.007163,30.664482	青羊大道99号优品道广场F2层	青羊区	成都市	B001C80CAC	[]	人人乐(优品道店)	四川省	028-68505999;028-68505966	购物服务;超级市场;超市	060400	104.007163	30.664482	人人乐
56	104.045684,30.707008	星辰路78号	金牛区	成都市	B001C09ML4	[]	人人乐(九里店)	四川省	028-68505499;028-68505500	购物服务;超级市场;超市	060400	104.045684	30.707008	人人乐
57	113.825620,23.285956	荔城镇荔兴路39号中海城市广场	增城区	广州市	B001408C13	[]	人人乐(增城店)	广东省	020-82637315;020-82637130	购物服务;超级市场;超市	060400	113.825620	23.285956	人人乐
58	108.726541,34.347152	文汇西路2号(民院十字西100米)	渭城区	咸阳市	B038E02FOG	[]	人人乐(文汇店)	陕西省	029-32065939;029-32065955	购物服务;超级市场;超市	060400	108.726541	34.347152	人人乐
59	113.914801,22.529446	前海路3001号新德家园2层	南山区	深圳市	B02F37W6G2	[]	人人乐(前海店)	广东省	0755-66633108;0755-86673658	购物服务;超级市场;超市	060400	113.914801	22.529446	人人乐
60	114.047310,22.599289	明治街道梅龙路书香门第上河坊4栋1-2A层	龙华区	深圳市	B02F37WIEW	[]	人人乐(书香门第店)	广东省	0755-29235918;0755-66633425	购物服务;超级市场;超市	060400	114.047310	22.599289	人人乐
61	108.320977,22.853017	北湖路20号城市春天购物广场	西乡塘区	南宁市	B030307BKF	[]	人人乐(城市春天店)	广西壮族自治区	0771-6798558	购物服务;超级市场;超市	060400	108.320977	22.853017	人人乐
62	117.240289,39.116752	津塘公路59号	河东区	天津市	B00160DJIL	[]	人人乐(津塘店)	天津市	022-60691686;022-60691682	购物服务;超级市场;超市	060400	117.240289	39.116752	人人乐
63	114.031406,22.637397	梅龙北路锦锈江南4期	龙华区	深圳市	B02F38IASG	[]	人人乐(锦锈店)	广东省	0755-66633353;0755-66633323;0755-66633344	购物服务;超级市场;超市	060400	114.031406	22.637397	人人乐
64	113.949869,22.524976	科技南路滨福世纪广场B1层	南山区	深圳市	B02F37SJ5M	[]	人人乐(滨福店)	广东省	0755-86162506;0755-29749019	购物服务;超级市场;超市	060400	113.949869	22.524976	人人乐
65	113.026041,28.193056	马王堆中路东玺门L3栋1-3层	芙蓉区	长沙市	B02DB07MUN	[]	人人乐(马王堆中路店)	湖南省	0731-82974600	购物服务;超级市场;超市	060400	113.026041	28.193056	人人乐
66	113.859947,22.616523	前进二路世外桃源28栋裙楼	宝安区	深圳市	B02F37VJ3A	[]	人人乐(桃源居店)	广东省	0755-29602501;0755-29602500	购物服务;超级市场;超市	060400	113.859947	22.616523	人人乐
67	110.279947,25.254223	环城西一路117号大摩联达广场B1层	象山区	桂林市	B030509APC	[]	人人乐(桂林店)	广西壮族自治区	0773-3113315;15307731811	购物服务;超级市场;超市	060400	110.279947	25.254223	人人乐
68	107.226651,34.346803	高新大道61号(新城市天地B1层)	渭滨区	宝鸡市	B03950PAMC	[]	人人乐(宝鸡店)	陕西省	0917-3256990;0917-3371208	购物服务;超级市场;超市	060400	107.226651	34.346803	人人乐
69	108.916277,34.270239	大庆路11号	莲湖区	西安市	B001D08TD0	[]	人人乐(玉祥门店)	陕西省	029-84210668;029-84210669;029-84210651	购物服务;超级市场;超市	060400	108.916277	34.270239	人人乐
70	108.448793,22.807834	蓉茉大道12号东方广场S704	青秀区	南宁市	B030305R7P	[]	人人乐(仙葫店)	广西壮族自治区	13607868649	购物服务;超级市场;超市	060400	108.448793	22.807834	人人乐
71	114.064592,22.521773	金田路1013号银庄大厦1-3层	福田区	深圳市	B02F37U7GG	[]	人人乐(福田店)	广东省	0755-66633030;0755-66633033	购物服务;超级市场;超市	060400	114.064592	22.521773	人人乐
72	108.333618,22.759836	五象大道399号阳光新城蓝波湾广场	良庆区	南宁市	B03030UG71	[]	人人乐(蓝波湾店)	广西壮族自治区	0771-2517022;0771-2517033	购物服务;商场;购物中心	060101	108.333618	22.759836	人人乐
73	114.708105,23.743395	沿江东路6号旺业街	源城区	河源市	B02FA0OCZP	[]	人人乐(河源店)	广东省	0762-2882012;13318994683	购物服务;超级市场;超市	060400	114.708105	23.743395	人人乐
74	117.152608,39.121352	西湖道78号	南开区	天津市	B001605QRI	[]	人人乐(西湖道店)	天津市	022-60691799;022-60691800;022-27457375	购物服务;超级市场;超市	060400	117.152608	39.121352	人人乐
75	106.486556,29.533491	渝州路29号华宇名都小区B1层	九龙坡区	重庆市	B001701DFC	[]	人人乐(渝州路店)	重庆市	023-86058066;023-86058091	购物服务;超级市场;超市	060400	106.486556	29.533491	人人乐
76	113.543569,23.111482	荔联街宏明路263号时代城2层	黄埔区	广州市	B00141JW3I	[]	人人乐(宏明店)	广东省	020-66262978;020-82237781	购物服务;超级市场;超市	060400	113.543569	23.111482	人人乐
77	113.869061,22.567464	海城路182-18号	宝安区	深圳市	B02F37VIH9	[]	人人乐(白金假日店)	广东省	0755-29760439;0755-66633369	购物服务;超级市场;超市	060400	113.869061	22.567464	人人乐
78	114.254996,22.588866	盐田路45号金港盛世1-2层	盐田区	深圳市	B02F38J2MU	[]	人人乐(金港店)	广东省	0755-82631951;0755-66633318;13825211608	购物服务;超级市场;超市	060400	114.254996	22.588866	人人乐
79	108.624457,34.105728	丰京路152号(近沣京路)	鄠邑区	西安市	B001D09R56	[]	人人乐(户县店)	陕西省	029-84882773;029-84882111	购物服务;超级市场;超市	060400	108.624457	34.105728	人人乐
80	113.901961,22.568114	创业二路53华丰商贸城商务中心华丰商贸城1层	宝安区	深圳市	B02F37VQ0D	[]	人人乐(华丰店)	广东省	0755-27949019;0755-33818383	购物服务;超级市场;超市	060400	113.901961	22.568114	人人乐
81	109.221172,34.658753	人民路西段腾飞广场1-2层	阎良区	西安市	B001D09NS6	[]	人人乐(阎良店)	陕西省	029-86871075;029-86871071	购物服务;超级市场;超市	060400	109.221172	34.658753	人人乐
82	113.915026,22.511573	东滨路4343-20	南山区	深圳市	B02F37W2V3	[]	人人乐(城市山林店)	广东省	[]	购物服务;超级市场;超市	060400	113.915026	22.511573	人人乐
83	113.282087,23.453244	华侨工业园花山镇龙腾路9号	花都区	广州市	B00140W3G9	[]	人人乐(龙腾路)	广东省	[]	购物服务;超级市场;超市	060400	113.282087	23.453244	人人乐
84	112.556311,28.266466	玉潭镇花明北路(近水晶郦城)	宁乡市	长沙市	B0FFH0Y0EA	[]	人人乐(宁乡店)	湖南省	0731-88313900	购物服务;商场;普通商场	060102	112.556311	28.266466	人人乐
85	117.648881,39.020323	浙江路389号	滨海新区	天津市	B00160F44N	[]	人人乐(塘沽店)	天津市	022-60691558;022-60691556;13012294346	购物服务;超级市场;超市	060400	117.648881	39.020323	人人乐
86	113.892325,22.586621	锦花路38号电影综合大厦1-3层	宝安区	深圳市	B02F37VIYD	[]	人人乐(锦花店)	广东省	0755-66633283;0755-66633289	购物服务;超级市场;超市	060400	113.892325	22.586621	人人乐
87	117.131239,39.089078	梅苑路9号	西青区	天津市	B001610T05	[]	人人乐(华苑店)	天津市	022-60691766	购物服务;超级市场;超市	060400	117.131239	39.089078	人人乐
88	113.896800,22.546037	宝城中心N8区金泓凯旋城11栋1层	宝安区	深圳市	B02F38J5MG	[]	人人乐(凯旋城店)	广东省	0755-66633527	购物服务;超级市场;超市	060400	113.896800	22.546037	人人乐
89	118.244333,24.618952	马新路与区政府大道交汇处汇景广场负一楼	翔安区	厦门市	B02500QI1B	[]	人人乐(翔安店)	福建省	0592-8856290;0592-7763298	购物服务;超级市场;超市	060400	118.244333	24.618952	人人乐
90	105.927971,29.353211	人民南路66号	永川区	重庆市	B00178VO2P	[]	人人乐(永川店)	重庆市	023-85378093;023-85378096	购物服务;超级市场;超市	060400	105.927971	29.353211	人人乐
91	109.203086,34.370585	华清路1号	临潼区	西安市	B001D0WKZ0	[]	人人乐(临潼店)	陕西省	029-83425512;029-83425508	购物服务;超级市场;超市	060400	109.203086	34.370585	人人乐
92	113.916378,22.881304	水平红荔西区12号	东莞市	东莞市	B03010487Y	[]	人人乐(松木山利祥路)	广东省	0769-83190014;0769-81633337	购物服务;超级市场;超市	060400	113.916378	22.881304	人人乐
93	108.930192,34.314864	明光路与凤城一路交汇处东北角	未央区	西安市	B001D14VB6	[]	人人乐(明光路店)	陕西省	029-86188987;029-83668496	购物服务;超级市场;超市	060400	108.930192	34.314864	人人乐
94	106.574457,29.507006	学府大道19号(工商大学旁)	南岸区	重庆市	B00178X952	[]	人人乐(五公里店)	重庆市	023-86917918;023-86917928	购物服务;超级市场;超市	060400	106.574457	29.507006	人人乐
95	113.182359,23.457672	南航大道南与合成市场五街交汇处	花都区	广州市	B00140B1G9	[]	人人乐(合成北路)	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.182359	23.457672	人人乐
96	113.738417,22.847599	新丰路10号	东莞市	东莞市	B03010487U	[]	人人乐(怀德新丰路)	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.738417	22.847599	人人乐
97	121.325483,30.178775	逍林镇樟新南路1028号	慈溪市	宁波市	B023E0Y0BY	[]	人人乐(逍林店)	浙江省	0574-63510538	购物服务;超级市场;超市	060400	121.325483	30.178775	人人乐
98	114.918738,26.828437	文田圆盘交通大厦1楼	泰和县	吉安市	B031C01C97	[]	人人乐(吉泰路)	江西省	0796-5372550	购物服务;超级市场;超市	060400	114.918738	26.828437	人人乐
99	116.338479,34.424270	城关镇西北内环路56号	砀山县	宿州市	B022D02UGE	[]	人人乐(红山路)	安徽省	[]	购物服务;超级市场;超市	060400	116.338479	34.424270	人人乐
100	113.804672,22.678862	宝安大道6259号同泰购物中心一楼	宝安区	深圳市	B0FFICOQKF	[]	人人乐(同泰店)	广东省	18902830119	购物服务;购物相关场所;购物相关场所	060000	113.804672	22.678862	人人乐
101	114.031059,22.652023	龙华街道东环一路与建设路交汇处	龙华区	深圳市	B0FFG7X2HD	[]	人人乐(龙华店)	广东省	0755-66633496	购物服务;超级市场;超市	060400	114.031059	22.652023	人人乐
102	118.670353,33.782357	129乡道附近	泗阳县	宿迁市	B020F0J792	[]	人人乐(东风超市东)	江苏省	[]	购物服务;超级市场;超市	060400	118.670353	33.782357	人人乐
103	113.955284,22.577708	西丽镇西丽北路1355号众冠大厦1-4层	南山区	深圳市	B0FFF5UZJW	[]	人人乐(西丽店)	广东省	0755-66633399;0755-66633388	购物服务;超级市场;超市	060400	113.955284	22.577708	人人乐
104	115.844878,28.934284	济生路东50米	新建区	南昌市	B03170S626	[]	人人乐(济生路店)	江西省	[]	购物服务;超级市场;超市	060400	115.844878	28.934284	人人乐
105	108.369888,22.813872	民族大道98-3号五象广场B2层	青秀区	南宁市	B030305ZRU	[]	人人乐(金湖店)	广西壮族自治区	0771-6798350	购物服务;超级市场;超市	060400	108.369888	22.813872	人人乐
106	106.201692,37.988637	金星镇利通北街184号	利通区	吴忠市	B03B9002CC	[]	人人乐(北门五分店)	宁夏回族自治区	13209631129	购物服务;超级市场;超市	060400	106.201692	37.988637	人人乐
107	109.006927,34.245556	公园南路上和商业广场1-3层	新城区	西安市	B0FFG6DWFK	[]	人人乐(公园南路店)	陕西省	029-82019072;029-82019073	购物服务;超级市场;超市	060400	109.006927	34.245556	人人乐
108	108.311043,22.802337	星光大道34号香格里拉商业广场B1层	江南区	南宁市	B0FFFS4M60	[]	人人乐(香格里拉店)	广西壮族自治区	0771-6798388;13457029824;0771-4803308	购物服务;超级市场;超市	060400	108.311043	22.802337	人人乐
109	113.917551,22.878187	松水路与荔乡西路交叉口北90米	东莞市	东莞市	B03018IKGE	[]	人人乐(松水路)	广东省	[]	购物服务;超级市场;超市	060400	113.917551	22.878187	人人乐
110	113.800911,23.103506	铭华路6附近	东莞市	东莞市	B03018IXNP	[]	人人乐(永兴路)	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.800911	23.103506	人人乐
111	113.924752,22.487490	蛇口公园南路荣村工业区B座1-3层	南山区	深圳市	B0FFF67V3C	[]	人人乐(南水店)	广东省	0755-26893578;0755-26893596;13714402665	购物服务;超级市场;超市	060400	113.924752	22.487490	人人乐
112	113.163971,27.831777	金锦路6号	荷塘区	株洲市	B02DD0QBYE	[]	人人乐(金锦路)	湖南省	18890232858	购物服务;超级市场;超市	060400	113.163971	27.831777	人人乐
113	109.263534,32.880132	102省道附近	旬阳县	安康市	B0393000JB	[]	人人乐(甘麻路)	陕西省	0915-7772222	购物服务;便民商店/便利店;便民商店/便利店|购物服务;超级市场;超市	060200|060400	109.263534	32.880132	人人乐
114	109.941560,34.880028	108国道附近	大荔县	渭南市	B0391013K3	[]	人人乐(光华纺织厂西北)	陕西省	0913-3642878	购物服务;超级市场;超市	060400	109.941560	34.880028	人人乐
115	108.483935,34.295806	南关西路49号海威财富广场一层	兴平市	咸阳市	B0FFGXQEQ2	[]	人人乐(兴平店)	陕西省	029-32000102	购物服务;购物相关场所;购物相关场所	060000	108.483935	34.295806	人人乐
116	116.457062,32.728081	025县道附近	凤台县	淮南市	B022A02GD1	[]	人人乐(张集煤矿路)	安徽省	[]	购物服务;超级市场;超市	060400	116.457062	32.728081	人人乐
117	111.489830,33.145592	新世纪花园向南	淅川县	南阳市	B0179028FM	[]	人人乐(丹阳路)	河南省	15137763305	购物服务;超级市场;超市	060400	111.489830	33.145592	人人乐
118	120.831396,29.552016	104国道附近	嵊州市	绍兴市	B023F030VX	[]	人人乐(章村路)	浙江省	[]	购物服务;超级市场;超市	060400	120.831396	29.552016	人人乐
119	113.922010,25.329135	246省道附近	仁化县	韶关市	B02EF0INN9	[]	人人乐(长江店)	广东省	0751-6228675	购物服务;超级市场;超市	060400	113.922010	25.329135	人人乐
120	120.233649,31.593352	钱荣路168附近	滨湖区	无锡市	B01FE17021	[]	人人乐(勤新路)	江苏省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	120.233649	31.593352	人人乐
121	108.691136,34.342290	玉泉东路10号丽彩万达广场B1层	秦都区	咸阳市	B0FFHRUT0S	[]	人人乐(万达店)	陕西省	15191084685	购物服务;超级市场;超市	060400	108.691136	34.342290	人人乐
122	113.279067,22.767075	容新路32附近	顺德区	佛山市	B02F508SB1	[]	人人乐(容新路)	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.279067	22.767075	人人乐
123	116.415306,40.175082	文明路西50米	昌平区	北京市	B0FFHRK9CM	[]	人人乐(文明路)	北京市	[]	购物服务;超级市场;超市	060400	116.415306	40.175082	人人乐
124	113.024313,25.780187	香雪路与龙泉路交界处天润天城	北湖区	郴州市	B02DF0NMOI	[]	人人乐(郴州店)	湖南省	0735-2859158;0735-2859166;15575089400	购物服务;超级市场;超市	060400	113.024313	25.780187	人人乐
125	108.693011,34.306286	世纪西路69	秦都区	咸阳市	B0FFFVSZL2	[]	人人乐(世纪大道二店)	陕西省	029-32065976;029-32065979	购物服务;超级市场;超市	060400	108.693011	34.306286	人人乐
126	105.450332,30.497807	桂会路附近	安居区	遂宁市	B03390011L	[]	人人乐(桂会路)	四川省	[]	购物服务;超级市场;超市	060400	105.450332	30.497807	人人乐
127	102.633056,37.930550	共和街13附近	凉州区	武威市	B078F13OTC	[]	人人乐(共和街)	甘肃省	[]	购物服务;超级市场;超市	060400	102.633056	37.930550	人人乐
128	111.662835,25.959438	兴隆街与金石街交叉口西南50米	双牌县	永州市	B0FFFVHKRR	[]	人人乐(喜庆店)	湖南省	13787661485;18274901421	购物服务;购物相关场所;购物相关场所	060000	111.662835	25.959438	人人乐
129	112.324573,27.473425	314省道附近	双峰县	娄底市	B02E20NBT0	[]	人人乐(沙塘国土所北)	湖南省	0738-6591608	购物服务;超级市场;超市	060400	112.324573	27.473425	人人乐
130	110.305957,25.341242	八里街富豪兴城大厦1-3层	灵川县	桂林市	B03050WHRV	[]	人人乐(富豪店)	广西壮族自治区	[]	购物服务;超级市场;超市	060400	110.305957	25.341242	人人乐
131	107.540344,33.223639	西文明街和西街的交叉口附近	洋县	汉中市	B039401VP3	[]	人人乐(西环北路)	陕西省	[]	购物服务;超级市场;超市	060400	107.540344	33.223639	人人乐
132	114.437027,23.088310	东平半岛20号赛格假日广场1层	惠城区	惠州市	B0FFH0GBWC	[]	人人乐(赛格店)	广东省	0752-5754760	购物服务;超级市场;超市	060400	114.437027	23.088310	人人乐
133	112.001725,27.709614	学院路574号	娄星区	娄底市	B0FFHF5KG6	[]	人人乐(学院路)	湖南省	0738-8870837;0738-6526037	购物服务;超级市场;超市	060400	112.001725	27.709614	人人乐
134	120.574687,31.880212	东莱镇青草巷振兴中路88号	张家港市	苏州市	B020017NTX	[]	人人乐(江帆路)	江苏省	[]	购物服务;超级市场;超市	060400	120.574687	31.880212	人人乐
135	87.897830,44.146855	准东办事处友谊商贸城	阜康市	昌吉回族自治州	B03E20M87A	[]	人人乐(军垦路)	新疆维吾尔自治区	0994-3835650	购物服务;超级市场;超市	060400	87.897830	44.146855	人人乐
